startup_id,startup_name,industry,founding_year,city,employees,monthly_active_users,monthly_revenue,monthly_burn_rate,funding_raised_usd,funding_stage,business_model,remote_friendly,customer_rating,churn_rate,ai_adoption_score,profitable,growth_level
ST0175,"Silva, Gray and Willis",Gaming,2017,Hyderabad,11,5384,2651794.06,1477481.42,48875093.44,Seed,B2C,True,2.5,0.33,87,True,Low
ST0176,Farmer-Schmidt,ClimateTech,2024,Delhi,103,163471,2637015.37,3322055.82,13402870.6,Series A,Marketplace,True,3.5,0.16,52,False,Medium
ST0177,"Rios, Jenkins and Rivas",HealthTech,2016,Noida,339,171365,3800333.39,1221999.7,18994237.91,Series C,Marketplace,True,3.9,0.03,2,True,High
ST0178,Jones-Hamilton,AI,2016,Mumbai,463,139453,4596569.56,2292292.9,45068584.3,Seed,B2C,False,4.2,0.23,35,True,High
ST0179,"Stone, Carlson and Buckley",SaaS,2018,Jaipur,13,55305,2939310.16,3462304.0,35649934.43,Series C,Marketplace,False,3.5,0.04,21,False,Medium
ST0180,Murray-Schneider,FinTech,2021,Delhi,391,194919,708353.47,1051920.02,36221970.33,Seed,Marketplace,False,3.8,0.39,7,False,Low
ST0181,"Gray, Grant and Padilla",Gaming,2017,Jaipur,401,86557,157832.04,87648.1,49629664.63,Series C,B2B,False,3.7,0.15,49,True,Low
ST0182,Chavez-Thomas,Gaming,2020,Chennai,413,65605,3568411.58,1094251.31,7753337.15,Seed,B2B,True,4.3,0.26,95,True,Medium
ST0183,Brennan and Sons,Robotics,2023,Kolkata,487,81810,2229231.97,2652229.71,5156459.13,Seed,B2B,True,2.7,0.18,72,False,Medium
ST0184,"Smith, Harris and Ward",FinTech,2023,Delhi,186,146285,474390.66,463696.44,16255295.01,Series A,Subscription,True,3.5,0.12,50,True,Medium
ST0185,Nelson-Smith,FinTech,2020,Mumbai,76,71495,1512645.01,1272226.91,3210194.16,Series A,Subscription,True,3.6,0.17,62,True,Medium
ST0186,"Allen, Burns and Robinson",ClimateTech,2020,Kolkata,239,29042,686092.73,143254.5,19814814.32,Series A,Marketplace,False,4.6,0.16,43,True,Low
ST0187,"Hancock, Simmons and Johnson",ClimateTech,2024,Delhi,313,183266,1012248.93,615890.98,48230502.42,Series B,Subscription,False,4.9,0.12,89,True,Medium
ST0188,"Anderson, Mendez and Mcgee",Robotics,2015,Noida,423,104005,1831427.53,2585402.98,10030012.43,Series A,Subscription,False,5.0,0.08,99,False,Medium
ST0189,Zuniga-Hamilton,EdTech,2019,Pune,430,182622,355101.77,462386.65,39762528.96,Series C,Subscription,True,4.2,0.06,39,False,Medium
ST0190,Garcia Ltd,AI,2020,Ahmedabad,234,157744,2401381.15,1731507.78,25355301.52,Seed,B2B,True,4.8,0.28,70,True,Medium
ST0191,Bennett-Phillips,E-commerce,2021,Hyderabad,341,175245,1781494.01,1854713.06,2262619.84,Seed,B2B,False,5.0,0.27,52,False,Medium
ST0192,"Castillo, Edwards and Perry",SaaS,2023,Pune,118,134870,3736796.61,3457999.6,34398837.22,Series B,B2B,False,3.1,0.16,60,True,Medium
ST0193,"Boyer, Lawson and Chase",E-commerce,2022,Delhi,58,78445,2085717.39,3024803.77,5847663.43,Series C,Marketplace,False,4.9,0.07,40,False,Medium
ST0194,Fuller-Baldwin,E-commerce,2025,Hyderabad,54,115862,3612749.78,2847502.0,3405358.29,Series A,B2C,True,2.6,0.29,3,True,Medium
ST0195,Miller LLC,Gaming,2021,Bangalore,287,42978,1661638.38,1253340.93,23129605.17,Series A,Subscription,False,4.5,0.26,24,True,Medium
ST0196,Reed Ltd,Robotics,2017,Chennai,204,2166,3526630.72,1648769.77,37628658.49,Series B,B2C,False,4.5,0.03,14,True,Medium
ST0197,Mayer-Gonzalez,SaaS,2016,Chennai,63,69774,3356800.13,2807389.87,48297524.18,Series B,Subscription,True,3.3,0.16,51,True,Medium
ST0198,Gallegos Inc,EdTech,2019,Hyderabad,421,177577,3532881.92,2072665.11,30743501.56,Series A,Marketplace,True,2.7,0.06,16,True,High
ST0199,Bowman-Mack,HealthTech,2023,Pune,266,102833,2097013.14,795245.03,19216312.64,Series C,Marketplace,True,3.0,0.26,89,True,Medium
ST0200,Washington Ltd,Gaming,2023,Ahmedabad,100,83465,4211506.22,4233544.92,43282835.43,Series C,Subscription,False,4.9,0.2,25,False,High
ST0201,Vincent Group,AI,2019,Delhi,217,187159,4201060.09,3509184.84,4179397.76,Series B,B2C,False,2.6,0.31,38,True,Medium
ST0202,Smith-Robinson,E-commerce,2023,Bangalore,294,195646,3865012.71,3261712.62,25564758.71,Series C,B2C,False,3.9,0.11,70,True,High
ST0203,Castillo LLC,FinTech,2022,Hyderabad,57,193935,4152052.88,4885924.67,14920561.31,Series A,B2C,False,5.0,0.19,45,False,High
ST0204,Carrillo Ltd,SaaS,2020,Ahmedabad,445,187319,3055206.4,2311621.65,30826752.43,Series B,B2C,False,4.5,0.33,8,True,Medium
ST0205,Phelps LLC,HealthTech,2021,Bangalore,365,77712,1453772.88,796007.51,42907941.41,Series B,B2C,True,5.0,0.27,13,True,Medium
ST0206,Young PLC,Cybersecurity,2025,Kolkata,132,39336,3559860.3,4546035.38,38085605.69,Series C,Subscription,True,4.2,0.2,74,False,Medium
ST0207,"Sanchez, Baker and Davis",E-commerce,2024,Bangalore,329,25404,2020225.36,2373245.8,34750445.61,Seed,Subscription,False,4.7,0.19,63,False,Medium
ST0208,Vargas-James,Cybersecurity,2020,Ahmedabad,440,17601,3980432.85,2854092.27,48408022.57,Series A,Subscription,False,4.6,0.2,42,True,Medium
ST0209,"Giles, Perkins and Thomas",ClimateTech,2022,Bangalore,462,179926,3813647.57,990502.68,31327667.13,Series C,B2C,True,4.6,0.02,21,True,High
ST0210,"Martin, Farmer and Ford",E-commerce,2025,Pune,456,171392,1516308.87,2026926.46,43835922.11,Seed,Subscription,False,2.7,0.15,11,False,Medium
ST0211,Schmidt-Williams,HealthTech,2024,Delhi,376,184354,3778608.46,2864186.06,4605399.4,Series C,B2B,True,2.7,0.09,10,True,High
ST0212,Sanders Ltd,FinTech,2016,Hyderabad,361,91065,4087374.04,6068121.15,21144580.99,Series B,Marketplace,False,2.8,0.04,50,False,High
ST0213,Wyatt-Vance,SaaS,2015,Jaipur,75,101328,3869567.81,4562627.3,6700654.25,Series A,Subscription,False,5.0,0.07,68,False,High
ST0214,Hutchinson Inc,FinTech,2017,Hyderabad,374,56851,3144119.39,1247543.72,20614909.22,Series C,Marketplace,False,4.2,0.35,12,True,Medium
ST0215,Brown Group,AI,2025,Mumbai,166,37655,1246454.01,1293827.66,12445943.01,Series A,B2C,False,4.0,0.29,37,False,Low
ST0216,Stewart Group,SaaS,2016,Ahmedabad,156,170389,282299.96,385984.88,47735841.99,Seed,Marketplace,False,3.7,0.05,64,False,Medium
ST0217,Dominguez-Sanders,FinTech,2015,Jaipur,72,102407,4305461.88,4042374.5,18302352.52,Seed,B2B,False,4.2,0.31,99,True,Medium
ST0218,Ellis-Villarreal,Gaming,2021,Kolkata,115,11440,4613670.65,6612700.31,19928852.44,Seed,B2C,False,3.2,0.29,99,False,Medium
ST0219,Wells LLC,FinTech,2019,Kolkata,47,82240,404317.59,564913.47,48716953.55,Series A,B2B,True,2.9,0.14,76,False,Low
ST0220,"Edwards, Jefferson and Gutierrez",FinTech,2015,Pune,49,114897,588773.04,586409.61,2798679.55,Seed,B2C,False,4.2,0.27,23,True,Low
ST0221,Black PLC,Cybersecurity,2016,Bangalore,492,91886,2619796.76,3190606.55,36052237.63,Series B,Subscription,False,2.9,0.06,100,False,Medium
ST0222,Chung-Reyes,ClimateTech,2024,Pune,273,17743,1322118.76,1940296.23,31395265.0,Series B,B2C,False,3.7,0.21,8,False,Low
ST0223,"Peterson, Newman and Johnson",EdTech,2015,Noida,400,27975,4472399.42,4813896.46,5810913.5,Series B,Subscription,True,4.4,0.01,2,False,High
ST0224,Perez-Sanchez,E-commerce,2019,Hyderabad,96,10270,2768795.29,3843453.26,37046258.11,Series B,B2B,True,3.5,0.14,54,False,Medium
ST0225,Wise-Caldwell,Cybersecurity,2020,Hyderabad,96,59506,4023646.72,5938250.82,47706266.4,Series C,B2B,False,2.7,0.19,37,False,Medium
ST0226,Woods Ltd,EdTech,2023,Delhi,107,77439,2823395.64,1680152.21,31154740.32,Series A,B2B,False,3.7,0.24,64,True,Medium
ST0227,Gilbert-Franco,Gaming,2019,Hyderabad,17,62078,2712310.55,2784795.4,34688367.27,Series A,B2C,False,2.5,0.14,98,False,Medium
ST0228,Campos and Sons,Gaming,2020,Noida,256,16701,4863070.59,1872698.12,14027272.28,Seed,B2B,True,2.6,0.1,67,True,Medium
ST0229,Simpson-Santiago,E-commerce,2021,Chennai,331,104376,383404.12,359697.07,21777394.78,Series B,Subscription,False,4.9,0.1,34,True,Medium
ST0230,Collins-Stevens,ClimateTech,2020,Kolkata,124,20578,4718337.88,1778555.76,38518823.68,Seed,Marketplace,True,2.8,0.05,58,True,High
ST0231,"Wang, Meyer and Norris",SaaS,2015,Delhi,236,81821,2322099.51,3037832.91,4566523.36,Series B,B2C,True,4.5,0.13,91,False,Medium
ST0232,"Perez, Lowe and Foley",AI,2021,Noida,369,66069,4842316.02,3462826.39,2495083.35,Series A,B2B,False,3.2,0.33,23,True,Medium
ST0233,"Pearson, Russell and Parker",E-commerce,2025,Hyderabad,57,37645,616051.74,172599.18,39058951.67,Series B,B2B,True,3.1,0.09,52,True,Low
ST0234,Smith-Barrera,FinTech,2015,Noida,38,52839,4513455.45,3504520.87,6483137.87,Seed,B2C,False,4.8,0.33,43,True,Medium
ST0235,Brown Inc,Cybersecurity,2019,Noida,425,190905,1981043.45,472136.1,34176485.19,Series A,B2B,True,2.9,0.09,24,True,Medium
ST0236,Hernandez-Brooks,EdTech,2025,Ahmedabad,336,78360,2499469.13,3368314.96,23977594.95,Series A,B2B,False,2.7,0.16,54,False,Medium
ST0237,Gibson-Gonzalez,Cybersecurity,2017,Bangalore,405,188005,1801969.43,1635959.66,24259740.3,Series B,B2C,True,4.8,0.21,50,True,Medium
ST0238,Hurst-Frey,FinTech,2018,Delhi,463,74644,302370.24,450226.48,26495142.98,Series B,B2B,True,4.4,0.4,21,False,Low
ST0239,Brown-Bradley,E-commerce,2024,Bangalore,299,102822,1780475.13,2298573.68,42268784.07,Series B,B2C,True,2.9,0.24,95,False,Medium
ST0240,Jones and Sons,Robotics,2022,Bangalore,433,130034,2715201.76,1162714.01,1946288.87,Series B,B2C,True,2.6,0.24,3,True,Medium
ST0241,Bradley Ltd,HealthTech,2016,Ahmedabad,179,188940,895524.76,1113273.2,43417444.05,Series B,B2B,False,2.6,0.07,91,False,Medium
ST0242,Lewis PLC,ClimateTech,2025,Chennai,365,174575,1984021.86,657389.42,15123169.43,Series A,Marketplace,True,2.8,0.07,56,True,Medium
ST0243,White and Sons,SaaS,2021,Jaipur,345,155389,4074126.64,2818885.54,36713048.92,Seed,B2C,False,3.2,0.08,1,True,High
ST0244,"Lopez, Ward and Cooke",E-commerce,2020,Pune,476,161269,1112267.3,1040209.42,46837555.29,Seed,Marketplace,False,2.9,0.3,31,True,Low
ST0245,Christensen and Sons,Gaming,2022,Kolkata,10,70523,1056324.58,1163149.52,17556534.04,Series A,Subscription,False,4.5,0.29,7,False,Low
ST0246,Collins Inc,EdTech,2017,Noida,456,100277,1762643.53,1212613.86,41448908.53,Seed,B2B,False,4.5,0.24,98,True,Medium
ST0247,"Mitchell, Hamilton and Kelly",Robotics,2016,Chennai,15,84549,1313027.27,441364.35,17123319.65,Series C,B2B,False,4.7,0.07,10,True,Medium
ST0248,Schroeder and Sons,Gaming,2023,Ahmedabad,487,172346,833336.0,1130569.66,7897333.68,Series B,Marketplace,False,2.8,0.09,25,False,Medium
ST0249,Taylor PLC,FinTech,2019,Jaipur,126,26143,257680.86,243070.55,42000732.52,Series C,B2C,True,2.9,0.15,55,True,Low
ST0250,Wilson PLC,ClimateTech,2022,Mumbai,18,55251,862452.64,499666.17,4142707.93,Seed,Subscription,True,4.6,0.13,51,True,Medium
ST0251,Kennedy-Ortiz,SaaS,2015,Pune,194,100993,1853314.31,1444673.06,13201633.54,Seed,B2B,False,3.7,0.1,35,True,Medium
ST0252,"Smith, Duncan and Kelly",Gaming,2023,Noida,418,142937,2075793.4,2456481.36,11414262.29,Series A,Subscription,False,2.7,0.16,67,False,Medium
ST0253,"James, Wells and Moore",SaaS,2017,Hyderabad,45,104495,4514858.23,5095457.3,25129968.44,Series C,B2C,True,4.8,0.32,87,False,High
ST0254,"Morton, Newman and Cobb",HealthTech,2024,Mumbai,113,51521,639668.13,479998.89,49414582.82,Series B,B2B,True,3.6,0.4,81,True,Low
ST0255,"Schroeder, Glover and Barron",SaaS,2024,Ahmedabad,203,146847,1992801.42,1243438.03,13846230.95,Series C,B2B,False,3.6,0.35,90,True,Medium
ST0256,Maldonado PLC,FinTech,2019,Ahmedabad,81,39849,2837303.7,2716662.15,48243341.65,Series B,Subscription,False,2.8,0.05,100,True,Medium
ST0257,Barr LLC,Gaming,2015,Kolkata,201,172648,2433068.11,2412753.93,1921410.24,Series B,B2C,True,3.2,0.07,78,True,Medium
ST0258,Travis LLC,ClimateTech,2025,Hyderabad,386,125575,4604966.56,6291032.57,1060632.79,Series A,B2C,False,4.5,0.13,36,False,High
ST0259,Bailey PLC,EdTech,2021,Noida,385,117158,3872414.19,2389778.36,36453530.69,Series B,B2B,True,4.0,0.04,57,True,High
ST0260,Williams-Miller,EdTech,2018,Bangalore,38,82559,3550751.3,2572166.67,39036795.66,Series A,B2B,False,3.8,0.23,23,True,Medium
ST0261,Bell-Adams,AI,2018,Chennai,30,95470,3526123.39,1961126.68,41184139.27,Series C,Subscription,True,3.8,0.26,16,True,Medium
ST0262,Carroll-Simpson,FinTech,2019,Bangalore,496,125408,2938532.44,1923821.55,8217505.05,Series C,B2B,True,4.7,0.3,89,True,Medium
ST0263,Schmidt Ltd,Gaming,2023,Bangalore,442,151014,3901352.37,1867242.5,11106486.3,Seed,Subscription,True,3.1,0.09,84,True,High
ST0264,Byrd-Green,Cybersecurity,2021,Kolkata,336,46403,3009698.33,635054.91,12656902.55,Series B,Subscription,False,4.5,0.13,91,True,Medium
ST0265,"West, Fisher and Howard",E-commerce,2023,Jaipur,116,123342,1517704.01,1330767.3,31199124.5,Series B,Marketplace,True,4.0,0.01,85,True,Medium
ST0266,Becker and Sons,Cybersecurity,2018,Pune,251,17734,1688055.43,944345.85,16290596.66,Series A,B2B,False,3.2,0.27,84,True,Low
ST0267,Harrington-Peterson,Gaming,2021,Bangalore,343,84777,3406971.19,3876002.63,32787258.49,Series A,Marketplace,True,5.0,0.11,54,False,High
ST0268,Torres LLC,Robotics,2017,Mumbai,356,141151,3195184.81,2615117.42,47036364.33,Seed,Subscription,True,3.4,0.13,22,True,Medium
ST0269,Bennett Inc,FinTech,2018,Chennai,384,68804,3628681.32,3362848.31,45635606.9,Series A,Marketplace,False,4.9,0.36,84,True,Medium
ST0270,Norman Inc,SaaS,2024,Jaipur,408,87852,1864695.32,1792423.28,23214843.38,Seed,Subscription,True,2.8,0.03,82,True,Medium
ST0271,"Ball, Thomas and West",EdTech,2020,Kolkata,261,32409,4338813.8,3020551.94,14952869.9,Series C,B2C,False,2.6,0.34,18,True,Medium
ST0272,"Cantrell, Hatfield and Brown",AI,2022,Mumbai,446,188608,909980.28,277593.95,16664840.87,Series A,B2C,True,5.0,0.13,8,True,Medium
ST0273,Fletcher LLC,AI,2023,Delhi,255,24079,655735.73,500867.24,21499015.66,Series B,B2B,False,3.6,0.2,1,True,Low
ST0274,"Thompson, Carter and Knox",Cybersecurity,2017,Hyderabad,392,140207,960977.78,1037637.46,31353012.09,Series C,Marketplace,True,3.1,0.28,45,False,Low
ST0275,Clark and Sons,HealthTech,2020,Noida,38,12984,1498029.24,865974.94,36405203.98,Series B,B2C,True,4.0,0.14,88,True,Low
ST0276,Robinson LLC,HealthTech,2016,Chennai,490,106746,105432.42,51832.45,49244732.25,Seed,Subscription,False,3.0,0.02,65,True,Low
ST0277,Love-Grant,FinTech,2021,Noida,399,141177,3119442.54,3032414.11,2445620.77,Series C,B2B,False,2.8,0.34,7,True,Medium
ST0278,Jones-Lopez,Robotics,2019,Jaipur,247,184990,774104.22,854417.25,31534051.44,Series A,Subscription,True,3.3,0.27,85,False,Low
ST0279,Kelly-Mcgee,Cybersecurity,2023,Delhi,266,189420,3092312.8,1754945.65,39248765.31,Series B,Subscription,False,3.7,0.25,100,True,Medium
ST0280,"Roberts, Jackson and Davis",FinTech,2016,Jaipur,87,11329,2745212.43,3797901.51,34425785.58,Series C,B2C,True,3.7,0.1,2,False,Medium
ST0281,Williamson-King,Cybersecurity,2022,Bangalore,404,135140,384490.59,438568.85,45243730.23,Seed,B2C,True,4.1,0.19,38,False,Low
ST0282,"Hernandez, Gonzalez and Fleming",AI,2017,Pune,441,77170,1807471.17,1951701.03,21328460.56,Series B,Marketplace,False,2.8,0.34,6,False,Low
ST0283,"Fields, Lucas and Grant",ClimateTech,2019,Kolkata,494,164002,1348863.9,1555224.33,18662476.56,Series C,Subscription,True,3.4,0.05,52,False,Medium
ST0284,Salazar Ltd,ClimateTech,2024,Noida,62,35737,3483887.67,962390.23,47126226.05,Series A,Subscription,False,2.9,0.17,76,True,Medium
ST0285,Boone Group,FinTech,2021,Noida,318,8554,4314253.11,5798077.14,36377567.8,Seed,B2B,False,4.7,0.2,63,False,Medium
ST0286,Lee LLC,E-commerce,2023,Ahmedabad,340,83375,71677.46,95247.3,26264654.71,Seed,Subscription,True,4.4,0.29,29,False,Low
ST0287,"Reed, Combs and Johnson",AI,2015,Pune,251,91636,3321916.11,3434282.54,7475289.89,Series C,Subscription,True,4.6,0.36,79,False,Medium
ST0288,Bowman-Cruz,Gaming,2021,Delhi,43,197982,2463323.33,1264077.43,48508745.19,Seed,Subscription,False,2.6,0.1,83,True,Medium
ST0289,"Bass, Davis and Torres",AI,2016,Kolkata,415,151217,2246011.94,2950284.9,22381052.59,Series C,B2B,True,2.8,0.2,84,False,Medium
ST0290,Wilson Inc,ClimateTech,2020,Chennai,427,24827,3960998.59,5751855.66,31895029.21,Seed,B2C,False,4.7,0.23,84,False,Medium
ST0291,Zavala-Gross,EdTech,2015,Chennai,174,147840,3839407.84,3762375.87,35847070.5,Series B,Marketplace,False,3.4,0.19,13,True,High
ST0292,"Maxwell, Frey and Willis",Cybersecurity,2024,Delhi,364,28871,238432.77,98568.58,7065436.91,Series A,B2B,False,4.3,0.29,14,True,Low
ST0293,Mitchell-Hicks,SaaS,2016,Noida,115,120811,4124525.18,1846766.02,16929780.75,Series C,B2C,False,4.4,0.03,82,True,High
ST0294,Schwartz PLC,HealthTech,2024,Pune,7,140031,3683707.51,3386042.68,21668878.47,Series A,B2B,False,4.0,0.37,100,True,Medium
ST0295,"Gentry, Elliott and Taylor",EdTech,2019,Kolkata,341,158429,3034742.26,1876675.18,44075458.82,Series B,Marketplace,False,3.5,0.25,89,True,Medium
ST0296,Pena-Price,E-commerce,2023,Delhi,417,35962,699518.23,687823.53,44327520.93,Series A,B2C,False,3.8,0.34,71,True,Low
ST0297,"Hernandez, Peters and Farmer",E-commerce,2016,Chennai,356,91516,4606746.9,1715889.98,35534302.36,Series C,Subscription,False,4.9,0.08,70,True,High
ST0298,Hayes Ltd,Cybersecurity,2017,Mumbai,454,111726,4043440.85,3556404.28,1312343.46,Series B,B2C,True,2.9,0.27,26,True,Medium
ST0299,Powell-Sutton,Robotics,2018,Ahmedabad,358,78369,1027964.51,928790.31,17966187.75,Series C,B2C,False,3.6,0.25,87,True,Low
ST0300,Garcia Inc,AI,2015,Mumbai,359,175193,244429.61,170137.04,20857483.56,Series A,Subscription,True,4.5,0.28,71,True,Low
ST0301,Sanchez-Norton,EdTech,2019,Noida,471,167143,3526099.05,3673920.53,37767629.88,Series A,B2B,True,3.9,0.25,100,False,Medium
ST0302,Hall and Sons,SaaS,2019,Bangalore,497,46559,3678046.64,1306294.88,2079679.94,Series B,Subscription,True,3.2,0.11,21,True,Medium
ST0303,Murphy-Watkins,ClimateTech,2024,Ahmedabad,25,41292,4643854.91,4532144.34,38694364.45,Series B,B2B,False,4.1,0.34,39,True,Medium
ST0304,Ramos PLC,FinTech,2020,Delhi,274,58661,4785368.71,4195754.69,39323599.05,Series A,Marketplace,False,2.9,0.22,52,True,Medium
ST0305,Moore-Wallace,AI,2016,Chennai,189,77958,1100041.98,1296347.11,26548419.84,Series C,B2C,True,5.0,0.33,84,False,Low
ST0306,Perry PLC,Cybersecurity,2015,Ahmedabad,495,11453,3415931.29,2108374.67,45800824.89,Series B,Subscription,False,4.9,0.16,70,True,Medium
ST0307,Davies-Gonzalez,Robotics,2023,Bangalore,27,78708,4492425.23,2022786.81,25719040.27,Seed,B2C,True,4.9,0.08,99,True,High
ST0308,Johnson-Campbell,Gaming,2025,Hyderabad,447,180674,2126805.17,712702.73,26910822.99,Series A,B2B,False,4.3,0.39,100,True,Medium
ST0309,"Eaton, Vincent and Fitzpatrick",Cybersecurity,2021,Kolkata,372,87957,199052.71,58764.83,8940708.57,Series C,Subscription,False,3.1,0.04,30,True,Low
ST0310,Martin LLC,SaaS,2015,Hyderabad,166,5427,1953614.32,691183.84,344651.43,Series B,B2B,False,4.3,0.03,96,True,Medium
ST0311,Lewis-Cruz,AI,2022,Pune,407,180798,1513740.04,472978.35,38275448.34,Series A,B2C,False,3.6,0.16,85,True,Medium
ST0312,"Chan, Frederick and Morrison",E-commerce,2015,Ahmedabad,412,144058,1481942.56,1517893.55,14937922.34,Series A,B2B,True,4.7,0.39,94,False,Medium
ST0313,Morales-Garcia,E-commerce,2018,Kolkata,7,151134,2987307.89,2683491.7,47351620.49,Series A,B2C,True,3.3,0.3,93,True,Medium
ST0314,"Ward, Scott and Baker",Robotics,2022,Ahmedabad,118,162712,4175394.35,1889884.03,9108831.34,Seed,Marketplace,True,4.5,0.34,97,True,High
ST0315,"Ramos, Pena and Miller",FinTech,2019,Jaipur,133,26743,995113.79,950109.12,47579418.32,Seed,B2C,False,3.4,0.27,31,True,Low
ST0316,Murphy LLC,Gaming,2017,Bangalore,253,119134,1648446.93,1742818.75,34688233.56,Series B,B2C,True,2.9,0.23,41,False,Medium
ST0317,Malone Group,ClimateTech,2022,Chennai,369,194938,3207784.34,1795344.88,18006325.69,Series B,Subscription,True,4.2,0.14,62,True,High
ST0318,"Parker, Sutton and Hardin",FinTech,2016,Bangalore,94,170227,3037072.05,3930976.18,42942747.09,Seed,Subscription,True,2.9,0.22,34,False,Medium
ST0319,Castillo Ltd,Gaming,2018,Jaipur,469,10609,2762454.05,2504192.56,49936472.34,Series B,B2C,False,3.7,0.31,47,True,Medium
ST0320,Mendoza PLC,HealthTech,2023,Pune,261,134801,461864.58,310846.51,579054.58,Series C,B2C,True,3.1,0.39,79,True,Low
ST0321,Anderson Group,ClimateTech,2018,Hyderabad,294,149324,3300472.4,4812274.34,36809194.45,Series B,Marketplace,True,3.7,0.15,29,False,Medium
ST0322,Young and Sons,AI,2025,Chennai,26,176265,1041802.63,1437733.39,18094505.66,Seed,Marketplace,False,3.7,0.19,6,False,Medium
ST0323,"Simmons, Brooks and Thomas",Robotics,2019,Kolkata,301,143698,2855099.16,1969040.38,18956999.93,Series A,Subscription,False,4.0,0.36,10,True,Medium
ST0324,Snyder Inc,EdTech,2016,Ahmedabad,423,91448,2439439.2,2016789.57,30230338.47,Series B,B2C,True,3.8,0.06,22,True,Medium
ST0325,Wade Group,FinTech,2022,Noida,100,42250,1817492.49,2058298.47,5960594.63,Series C,B2C,True,3.1,0.33,93,False,Low
ST0326,Reynolds-Sutton,SaaS,2017,Bangalore,336,108714,122005.73,31244.16,28695651.24,Series A,Marketplace,True,2.9,0.26,6,True,Low
ST0327,Barber PLC,FinTech,2018,Noida,269,107287,3000794.04,2798798.93,980070.78,Series C,Subscription,True,4.3,0.27,37,True,Medium
ST0328,Rivera and Sons,HealthTech,2025,Chennai,117,108680,3008185.18,3709095.01,41031636.35,Series C,B2B,True,3.0,0.27,34,False,Medium
ST0329,"Mccoy, Molina and Nguyen",SaaS,2016,Pune,198,102046,669743.86,148369.31,26159431.58,Series C,B2B,True,4.8,0.28,20,True,Low
ST0330,Harrison LLC,Gaming,2023,Kolkata,52,127416,3300369.13,4530021.26,26987335.02,Series B,B2B,False,2.5,0.38,87,False,Medium
ST0331,"Williams, White and Bender",SaaS,2016,Kolkata,122,127385,3949882.37,2747567.58,29472951.9,Series A,Marketplace,False,4.4,0.31,90,True,Medium
ST0332,Schaefer Ltd,AI,2024,Ahmedabad,397,61951,4551325.93,1406190.65,29934702.88,Seed,B2B,False,3.9,0.11,1,True,High
ST0333,"Rios, Peters and Jones",Cybersecurity,2023,Kolkata,340,54849,3441956.02,2101906.95,18145376.0,Series B,Marketplace,False,2.9,0.26,33,True,Medium
ST0334,Bell-George,Cybersecurity,2024,Chennai,391,54397,2072008.51,2525622.85,24149264.46,Series C,B2C,True,3.4,0.23,33,False,Medium
ST0335,Mcdaniel-Howell,Robotics,2024,Bangalore,387,61233,2238508.44,2482740.62,8131666.13,Series A,Subscription,True,3.0,0.17,44,False,Medium
ST0336,Jones Inc,FinTech,2024,Bangalore,416,24878,4118044.77,3348667.41,30032259.82,Series C,Subscription,False,2.7,0.11,48,True,Medium
ST0337,Morales Group,Robotics,2019,Delhi,369,157623,296740.54,357777.39,8804792.86,Seed,B2C,True,3.7,0.01,85,False,Medium
ST0338,Parrish-Thompson,E-commerce,2025,Kolkata,350,10453,1805102.59,1898110.24,48783512.75,Series C,B2C,True,2.7,0.12,52,False,Low
ST0339,Hall-Johnson,E-commerce,2019,Delhi,382,185450,352399.69,111786.68,14260464.66,Series A,Subscription,False,4.6,0.37,45,True,Low
ST0340,Young and Sons,Robotics,2019,Ahmedabad,299,2219,1312926.45,957484.46,5367924.57,Series B,Subscription,False,2.7,0.12,15,True,Low
ST0341,"Nichols, Pierce and Clarke",AI,2022,Hyderabad,293,127780,3852136.29,4563684.69,48063874.33,Series B,B2B,False,3.6,0.19,76,False,Medium
ST0342,Moran-Graham,Cybersecurity,2018,Mumbai,329,58771,3387795.75,1690202.4,15820748.17,Seed,Subscription,False,4.9,0.21,2,True,Medium
ST0343,Benjamin Group,EdTech,2022,Delhi,43,146372,4657667.24,3817061.19,17709219.41,Series A,B2C,False,4.7,0.11,96,True,High
ST0344,Mayer-Walters,ClimateTech,2024,Bangalore,110,61085,1021805.13,536043.12,30948915.11,Seed,Subscription,False,2.9,0.05,11,True,Low
ST0345,Wells-Torres,Robotics,2019,Kolkata,322,83684,2466778.48,3653224.25,44855138.67,Series A,B2C,True,4.7,0.2,98,False,Medium
ST0346,"Hansen, Garcia and Knight",ClimateTech,2016,Ahmedabad,274,111933,2396817.18,2164321.91,25148636.85,Series C,Marketplace,True,3.5,0.28,23,True,Medium
ST0347,Holmes-Price,Cybersecurity,2018,Mumbai,11,177712,1061654.4,1014209.79,16305538.19,Series C,Marketplace,False,4.0,0.11,71,True,Medium
ST0348,"Owens, Fuentes and Miller",HealthTech,2024,Pune,99,131749,2125474.97,1583098.02,37622178.38,Series A,B2B,False,3.4,0.17,58,True,Medium
ST0349,"Evans, Carr and Macias",AI,2017,Kolkata,416,62814,2781146.84,3652205.81,9843357.55,Series C,B2C,False,4.5,0.3,61,False,Medium
ST0350,Griffith Group,EdTech,2019,Noida,407,128564,1507170.57,1402844.2,28413334.23,Seed,Subscription,False,3.5,0.28,8,True,Medium
ST0351,Johnson-Anderson,SaaS,2018,Jaipur,138,95624,1807929.83,1671863.11,40510293.28,Series A,Marketplace,False,3.4,0.17,45,True,Medium
